ID,titles,origin_clean,date,topic
3165606257.0,"Ford calls for tighter U.S.-Canada trade ties:   Premiers from across the country arrive in Washington to meet lawmakers, business groups to prevent Trump tariffs",The Globe and Mail,2025-02-12,0
3165350871.0,"Doug Ford arrives in Washington as Donald Trump announces 25% steel, aluminum tariffs:   Ford is travelling to the U.S. Capitol in his capacity as Ontario Premier during the provincial campaign, an unusual detour for a politician seeking re-election",The Globe and Mail,2025-02-11,0
3165232343.0,"Mr. Ford, end the deal with Elon Musk",The Globe and Mail,2025-02-11,0
3165232329.0,Ford heads to Washington before election:   Ontario Premier to visit the U.S. Capitol in an effort to promote Canada-U.S. relations,The Globe and Mail,2025-02-11,0
3164879160.0,"Ontario Liberals, PCs air duelling ads during Super Bowl",The Globe and Mail,2025-02-10,0
3164647351.0,"Ontario Liberals to air ads attacking Doug Ford during Super Bowl:   The two 30-second campaign ads target the Premier’s comments on Donald Trump’s election, as well as his record on health care",The Globe and Mail,2025-02-08,0
3164534356.0,Tariffs top of mind as Ontario election gets under way:   Opposition party leaders seek to switch focus as Ford positions himself as best option to take on Trump,The Globe and Mail,2025-02-08,0
3164459657.0,"Ontario election kicks off with tariffs – but will it end up being about something else?:   Doug Ford says he needs a ‘strong mandate’ to deal with Donald Trump, but opposition parties hope to turn the spotlight onto provincial issues",The Globe and Mail,2025-02-07,0
3164184497.0,Ford says he hasn’t been interviewed by RCMP in Greenbelt investigation,The Globe and Mail,2025-02-07,18
3164184487.0,"As election nears, Ontario colleges sound alarm on financial impact of foreign-student shortfall",The Globe and Mail,2025-02-07,3
3163311619.0,"Ontario Progressive Conservatives, Liberals promise to cover capital costs of Ottawa LRT",The Globe and Mail,2025-02-05,17
3163240954.0,"Ontario Progressive Conservatives and Liberals promise to cover capital costs of Ottawa’s LRT:   Doug Ford made his commitment at a news conference in Ottawa, while Ontario Liberal Leader Bonnie Crombie promised her support in a statement that also committed to other transportation measures",The Globe and Mail,2025-02-04,17
3163035835.0,"Ford, Kinew pause U.S. liquor ban as levies held off:   The Ontario Premier also postponed cancelling the $100-million deal for Elon Musk’s Starlink satellite provider",The Globe and Mail,2025-02-04,0
3162746478.0,"Ontario to cancel $100-million contract with Elon Musk’s Starlink, Premier Ford says:   Ford also said he was banning all U.S. companies from bidding on Ontario government contracts until tariffs are removed",The Globe and Mail,2025-02-03,0
3162680397.0,"Premiers place bans on U.S. booze sales:   B.C., Quebec announce additional measures while Ontario’s Ford is expected to outline more plans on campaign trail Monday",The Globe and Mail,2025-02-03,0
3162068773.0,Ontario Premier’s election call is unnecessary and cynical,The Globe and Mail,2025-02-01,0
3161397936.0,Doug Ford’s big election gamble:   Ontario election day set for Feb. 27,The Globe and Mail,2025-01-30,0
3161312555.0,Ontario election campaigns launch as Ford vows to fight Trump’s tariffs threat:   Chief Electoral Officer says going to the polls Feb. 27 will cost about $189-million,The Globe and Mail,2025-01-30,0
3160899429.0,Ontario election campaigns launch as Ford vows to fight tariffs and opposition parties aim at health care:   Province’s top vote official says going to the polls Feb. 27 will cost $189-million,The Globe and Mail,2025-01-29,0
3160676979.0,The sobering cost of Doug Ford’s bar tab,The Globe and Mail,2025-01-29,6
3160676974.0,"Ford triggers early Ontario election:   Premier cites Trump threats, need to secure strong mandate to protect province from tariffs",The Globe and Mail,2025-01-29,0
3160340670.0,Doug Ford set to formally trigger early Ontario election:   Ontario Premier will meet province’s Lieutenant-Governor Tuesday afternoon,The Globe and Mail,2025-01-28,0
3160231636.0,"Ontario’s corner-store booze deal to cost $1.4-billion, watchdog says",The Globe and Mail,2025-01-28,6
3160231418.0,Here are the actual reasons Ford is calling an early election in Ontario,The Globe and Mail,2025-01-28,0
3160231414.0,Ontario pitches health care spending ahead of election:   PCs unofficially begin their campaign by pledging $1.8-billion toward primary care,The Globe and Mail,2025-01-28,1
3160043417.0,Ontario pledges $1.8-billion to get more residents access to family doctors or nurse practitioners:   The goal of the plan is to attach two million more Ontarians to interdisciplinary health teams that include family doctors and other health professionals,The Globe and Mail,2025-01-27,1
3159985530.0,"Ontario Premier Doug Ford’s plan to expand alcohol sales to cost $1.4-billion, financial watchdog says:   Price is much higher than the numbers the government disclosed last year, report finds",The Globe and Mail,2025-01-27,6
3159976031.0,"Morning Update: Ontario prepares for an election:   Also in today’s edition: Saint John’s punk scene, and lessons from Holocaust survivors",The Globe and Mail,2025-01-27,0
3159929965.0,Ontario Liberals and labour groups criticize Ford’s early election campaign,The Globe and Mail,2025-01-27,0
3159929962.0,Doug Ford calls for snap election before his record catches up to him:   Premier is in a sweet spot where he can use Trump’s tariff threats and the hat-wearing Captain Canada shtick to his advantage,The Globe and Mail,2025-01-27,0
3159582281.0,"Ford announces early election as tariffs loom:   Ontario Premier says he needs new mandate, insists opposition would be a ‘disaster’ facing Donald Trump",The Globe and Mail,2025-01-25,0
3159271154.0,"Ontario Premier Doug Ford confirms early election call:   Ontario Premier says he is triggering an election, with the campaign starting next Wednesday, to win a mandate to fight U.S. tariffs",The Globe and Mail,2025-01-24,0
3159008484.0,"Ford to call snap election next week:   Ontario Premier insists move won’t distract from governing, trying to fend off Trump threat",The Globe and Mail,2025-01-24,0
3158900150.0,Ontario voters to head to the polls Feb. 27: source:   Progressive Conservative party source says Premier Ford will launch a provincial election campaign next week,The Globe and Mail,2025-01-23,0
3158270107.0,"Ontario PCs invite members to ‘super caucus’ meeting:   Doug Ford won’t rule out an early election, says he’ll need a new mandate to protect against Trump’s tariff",The Globe and Mail,2025-01-23,0
3158097404.0,"Ford calls for dollar-for-dollar tariffs, says premiers discussed internal trade barriers:   Ford said premiers were united on the ‘positive approach’ to convince Trump to abandon his tariffs",The Globe and Mail,2025-01-22,0
3157906380.0,"Is the LCBO the largest purchaser of alcohol in the world?:   It may rank among the biggest global buyers, but it has been decades since the LCBO could lay claim to the top spot",The Globe and Mail,2025-01-22,6
3157769379.0,Ford could call early Ontario election soon:   Premier’s chief of staff sent an internal memo about the need for a strong mandate to deal with U.S. tariff threat,The Globe and Mail,2025-01-22,0
3157478153.0,"Ontario needs ‘strong mandate’ to fight tariffs, top Ford staffer said in internal email, indicating early election plans:   The Premier recently used similar language while discussing a potential response to Trump’s proposed tariffs",The Globe and Mail,2025-01-21,0
3158270105.0,Ford’s proposed ‘Fortress Am-Can’ response to Trump’s tariff threat lacks credibility,The Globe and Mail,2025-01-20,0
3156708333.0,Canada’s unlikely champion has stepped up to combat Trump,The Globe and Mail,2025-01-18,0
3156289847.0,Ethics watchdog declines to investigate minister over Ontario Place deal,The Globe and Mail,2025-01-17,16
3156289843.0,"‘Stay tuned’ on early election call, Ford says:   Ontario Premier says he doesn’t have mandate to spend the billions it may cost to respond to Trump tariffs",The Globe and Mail,2025-01-17,0
3155895296.0,Ontario teachers’ union launches satirical ‘Ford High’ ad campaign,The Globe and Mail,2025-01-16,3
3155483592.0,"Trump tariffs could threaten a half-million Ontario jobs, Ford warns",The Globe and Mail,2025-01-15,0
3155268066.0,"Donald Trump’s tariffs could cost Ontario 500,000 jobs, Doug Ford warns:   Ontario Premier says he expects Ottawa to help province with billions in pandemic-style relief efforts",The Globe and Mail,2025-01-14,0
3155482949.0,"For the new year, Ford should resolve to target broken promises",The Globe and Mail,2025-01-10,2
3152417097.0,Ontario enhances security at U.S. border:   Province’s move aims to convince president-elect Donald Trump to spare Canadian imports from tariffs,The Globe and Mail,2025-01-08,0
3151826217.0,Ontario colleges at risk of faculty strike or work-to-rule as labour negotiations continue,The Globe and Mail,2025-01-06,20
3150200861.0,"Will Ontario update property assessments?:   Provincial legislation mandates appraisals take place every four years, but taxes are still based on values from 2016",The Globe and Mail,2024-12-31,10
3147278380.0,"With Ottawa in chaos, Ford must do better at tackling U.S. trade woes",The Globe and Mail,2024-12-18,0
3146465303.0,"Doug Ford says he wants to sit down with Donald Trump to talk trade:   Ontario Premier made a series of U.S. media appearances outlining trade, border security as key topics he’d like to tackle with the president-elect",The Globe and Mail,2024-12-18,0
3143469975.0,Ontario proposes ban on public drug use:   Critics say measures will ‘criminalize’ homeless; changes also come with new funding for shelters and housing,The Globe and Mail,2024-12-13,4
3143253997.0,"Ontario introduces bills that would toughen trespass penalties, ban drug use in effort to tackle encampments:   Proposals come with additional $75.5-million in shelter and housing funding",The Globe and Mail,2024-12-12,4
3142742671.0,Ontario colleges cut budgets after limits placed on international student enrolment,The Globe and Mail,2024-12-11,3
3142466434.0,Doug Ford’s plan to dismantle homeless encampments:   The Ontario Premier said he’s ready to use the notwithstanding clause to ensure that police and municipalities have the power to dismantle homeless encampments,The Globe and Mail,2024-12-10,4
3142111078.0,Is Doug Ford really getting it done?,The Globe and Mail,2024-12-09,16
3141647161.0,Ford government is blighting Ontario Place at a huge cost,The Globe and Mail,2024-12-07,16
3141235182.0,Ford warns notwithstanding clause if courts block encampment crackdown,The Globe and Mail,2024-12-06,4
3138374162.0,"Ontario Place revamp to cost billions, bid process unfair, audit finds",The Globe and Mail,2024-12-04,16
3138374147.0,"Toronto rideshare drivers often earn far less than minimum wage: report:   After accounting for costs, total time on the road, median hourly wage was $5.97 for workers who are mostly young and racialized",The Globe and Mail,2024-12-04,5
3135085221.0,"Ontario Place redevelopment now estimated at $2.2-billion as Auditor-General notes ‘irregular’ bid process:   The audit concludes that the process used to select Therme for the Ontario Place site was not ‘fair, transparent or accountable to all participants’ as required by the province’s own rules for real estate transactions",The Globe and Mail,2024-12-03,16
3134994787.0,Metrolinx CEO leaving as critics call for accountability on delays,The Globe and Mail,2024-12-03,17
3134888725.0,Metrolinx CEO Phil Verster to leave Ontario transportation agency after seven years:   Verster’s departure comes as Eglinton Crosstown LRT project is without an opening date despite being first announced in 2009,The Globe and Mail,2024-12-02,17
3134280386.0,"Doug Ford needs to build more toll highways to solve Toronto’s traffic crisis, not buy back the 407:   Tolling makes drivers consider when they drive and what routes they take, shifting some traffic off the most heavily used routes at the busiest times of day",The Globe and Mail,2024-11-30,13
3134234613.0,Don’t buy back the 407,The Globe and Mail,2024-11-30,13
3134231150.0,The bike lane debate isn’t a war on cycling – it’s a war on data,The Globe and Mail,2024-11-28,5
3134231149.0,"To counter tariffs, listen to Doug Ford – but not for the reason you’d think",The Globe and Mail,2024-11-28,0
3133412899.0,"Ontario to spend tens of millions on U.S. ad campaign as Trump pledges tariffs:   The ads will highlight the strong trading relationship between Ontario and the United States, focusing job creation, critical minerals and energy",The Globe and Mail,2024-11-27,0
3132755433.0,"Doctors warn Doug Ford that ripping out bike lanes will lead to more ‘brutal’ injuries:   When it comes to prevention, the research is clear: Bike lanes reduce collisions between vehicles and bicycles",The Globe and Mail,2024-11-26,5
3133074008.0,Closing supervised drug-use sites hurts us all:   Doug Ford’s decision to close nearly half of Ontario’s locations will lead to higher demands on our overtaxed ERs,The Globe and Mail,2024-11-25,8
3131694168.0,Why you should pay attention to this Ontario court ruling on a climate-change case,The Globe and Mail,2024-11-21,11
3131040466.0,"Provinces back cutting Mexico from U.S. trade talks, Ford says:   While Ontario Premier touts consensus, industry group criticizes call for separate bilateral deals",The Globe and Mail,2024-11-21,0
3130781366.0,"Doug Ford says Canada’s premiers back call for bilateral trade deal with U.S.:   The Ontario Premier floated the idea last week, echoing the incoming Trump administration’s concerns that Mexico is a ‘backdoor’ for cheap Chinese auto parts",The Globe and Mail,2024-11-20,0
3130501541.0,Country’s largest bottled-water producer exits Ontario,The Globe and Mail,2024-11-20,6
3129876161.0,Ontario tables supervised consumption site bill:   Legislation bans locations near schools and child-care centres and means 10 sites will have to close,The Globe and Mail,2024-11-19,8
3128470505.0,"Kingston ‘health homes’ put Philpott’s bold vision of primary care to the test:   A former federal health minister wants family medicine to look more like public schools, with catchment areas to reach people where they live. In Ontario, a lucky few can now try it out for themselves",The Globe and Mail,2024-11-15,1
3127173071.0,Doug Ford’s plan to rip up Toronto bike lanes is a dangerous political stunt,The Globe and Mail,2024-11-13,5
3126882747.0,"Doug Ford calls Mexico ‘backdoor’ for Chinese goods, proposes Canada-U.S. free trade deal:   Ontario premier urges Mexico to match trade tariffs on Chinese imports",The Globe and Mail,2024-11-12,0
3126820401.0,Tribunal dismisses 93% of complaints:   Watchdog accuses Ontario Human Rights Tribunal of ‘using legal technicalities’ to push applicants into abandoning claims,The Globe and Mail,2024-11-12,9
3126271132.0,Doug Ford needs a reminder that he’s Premier of Ontario – not mayor of Toronto,The Globe and Mail,2024-11-09,0
3124809054.0,"Ford government extends subsidies for political parties, fueling early Ontario election speculation:   The per-vote subsidies, which Doug Ford once called ‘political welfare’ and were to be phased out at the end of this year, have been extended until January, 2027",The Globe and Mail,2024-11-06,2
3124135393.0,"Ottawa’s Carleton University to open nursing school, the first to open in the province in two decades:   The program will operate on a compressed, year-round schedule to graduate in three years, as part of national effort to train more nurses to support the health system",The Globe and Mail,2024-11-05,1
3123985191.0,"Drivers, bike lanes are not the enemy. Ripping them out will only make commutes worse:   Overwhelming evidence shows bikes lanes help to ease congestion rather than cause it, but Doug Ford’s government wants to rip out bike lanes because it plays to his base",The Globe and Mail,2024-11-05,5
3123615412.0,Ontario urges Ottawa to pause digital tax:   Premier says new levy aimed at tech giants could damage trade relationship between Canada and the U.S.,The Globe and Mail,2024-11-04,0
3123199173.0,Ontario could remove key bike lanes in Toronto,The Globe and Mail,2024-11-02,5
3122853701.0,Ontario mayors want ruling on encampments,The Globe and Mail,2024-11-01,4
3122396962.0,Ontario deficit down in fiscal update:   Fall economic statement also includes province’s plan to hand out $200 cheques,The Globe and Mail,2024-10-31,2
3122169203.0,"Ontario projects lower deficit amid early election speculation:   The province’s fall economic statement projects a deficit in the current fiscal year of $6.6-billion, down from $9.8-billion, and raises the prospect of a balanced budget as early as next year",The Globe and Mail,2024-10-30,2
3121865110.0,Ontario Premier cites high cost of living in $200-cheque pledge,The Globe and Mail,2024-10-30,2
3121571674.0,Ontario Premier Doug Ford announces $200 tax-free rebate cheques:   The move will cost $3-billion as the Progressive Conservative government mulls an early election call,The Globe and Mail,2024-10-29,2
3121149803.0,Toronto Mayor wants to discuss bike lanes with Ford:   Chow faces pressure to respond after Ontario Premier declares war on bicycle infrastructure,The Globe and Mail,2024-10-28,5
3121066165.0,Ford government should stop the $200-cheque gimmick and finally cut taxes:   Premier plans to send a onetime tax rebate to all Ontarians in an effort to ‘stimulate the economy.’ Media reports suggest it will be at least $200,The Globe and Mail,2024-10-27,2
3120750818.0,Are we pretending Doug Ford’s $200 ‘rebate’ isn’t a pre-election bribe?,The Globe and Mail,2024-10-26,2
3120750817.0,"A lesson Doug Ford could learn from Robert Moses:   The pharaonic builder shaped modern New York, building expressways which filled up almost as soon as they opened",The Globe and Mail,2024-10-26,-1
3120746566.0,"Ontario plans to prioritize provincial residents for medical school spots:   In bid to retain doctors, province would reserve 95% of undergraduate seats for Ontarians and prohibit international students by 2026",The Globe and Mail,2024-10-26,1
3120266730.0,Highway 413 to be exempt from Environmental Assessment Act:   Critics call on Ottawa to intervene after bill to speed up construction puts species at risk,The Globe and Mail,2024-10-25,-1
3118980439.0,Philpott tapped to fix Ontario’s doctor gap:   Former federal health minister appointed by province to lead new team that will link providers with patients,The Globe and Mail,2024-10-22,1
3118771094.0,"Doug Ford appoints Jane Philpott to lead Ontario’s new primary care action team:   The appointment of Philpott, a former federal Liberal cabinet minister, is intended to ‘close the gap’ for the estimated ten per cent of Ontarians who aren’t linked to a primary health care team, the government says",The Globe and Mail,2024-10-21,1
3118591776.0,"Ontario Legislature returns from break:   Progressive Conservative government plans to address gridlock, affordability amid early election speculation",The Globe and Mail,2024-10-21,2
3117809400.0,Provincial NDP Leader seeks probe of Ontario Place lease:   Marit Stiles alleges spa operator received ‘preferential treatment’ over parking spaces,The Globe and Mail,2024-10-18,16
3117294269.0,Doug Ford’s Vegas-style vision for Niagara Falls may be a bad bet:   Dreams of a Canadian Vegas are past their expiration date as millennials and Gen Z are less apt to visit casinos and the rise of online gambling means some players avoid them altogether,The Globe and Mail,2024-10-17,16
3116834810.0,Ontario to require municipalities to get approval before converting road space into bicycle lanes,The Globe and Mail,2024-10-16,5
3116834803.0,"Three million Ontarians will be living with major illnesses by 2040, report says",The Globe and Mail,2024-10-16,1
3116611750.0,"Ontario set to ban new bike lanes without provincial approval:   The government, which has made gridlock a priority, intends to introduce legislation next week to change the process for installing bike lanes across the province",The Globe and Mail,2024-10-15,5
3115673300.0,"Ontario Liberals look to gear up their fundraising machine:   Crombie’s leadership campaign touted her ability to raise money, but Ford’s PCs are well ahead in donations this year",The Globe and Mail,2024-10-12,0
3112709034.0,Ontario unveils 95-year lease for waterfront spa:   Document shows little detail on how many public dollars are being used to prepare the site,The Globe and Mail,2024-10-04,16
3112495698.0,Province’s Therme Canada lease for Ontario Place includes as much as $25-million to prep site for redevelopment:   The government estimates the Therme deal will bring it nearly $2-billion in revenue for the province over the life of the lease,The Globe and Mail,2024-10-03,16
3112184176.0,"Ontario Premier won’t rule out buyback of Highway 407, valued at $29-billion:   Doug Ford says ‘all options are on the table’ to fight congestion",The Globe and Mail,2024-10-02,13
3111407575.0,Ford’s Highway 401 tunnel idea shows we’ve dug ourselves into serious car dependency:   You cannot move a population the size of the Greater Toronto Area primarily by automobile. No major city does,The Globe and Mail,2024-10-01,13
3110661828.0,"Doug Ford’s Highway 401 tunnel could cost $60-billion or more – and wouldn’t solve congestion, say experts:   Tunnelling would start around $1-billion a kilometre, but could even be double or triple that, depending on how many traffic lanes go underground",The Globe and Mail,2024-09-28,13
3110609462.0,Underground highway is Digger Doug’s pharaonic folly:   Ford’s proposed tunnel under the 401 tries to pander to drivers ahead of next election,The Globe and Mail,2024-09-28,13
3110029321.0,Doug Ford develops tunnel vision in pondering an election:   The Ontario Premier’s pitch to speed up traffic by tunnelling under Highway 401 is politically brilliant and otherwise dunderheaded,The Globe and Mail,2024-09-26,13
3109567313.0,Ford pledges world’s longest tunnel under Hwy. 401:   Ontario Premier says the project is needed to ease traffic congestion but wouldn’t provide a price,The Globe and Mail,2024-09-26,13
3109567289.0,Toronto school board wants province to speed up probe into field trip,The Globe and Mail,2024-09-26,3
3109565824.0,Doug Ford is driving in the wrong lane,The Globe and Mail,2024-09-26,13
3109187572.0,"Premier Doug Ford vows to dig massive tunnel under Highway 401 to address congestion:   Dismissing questions about costs, Ford unveils plans for a study of a new tunnel which would run from Mississauga to Markham",The Globe and Mail,2024-09-25,13
3108931253.0,"Delays, municipal fees still throttling housing starts in Ontario, report says:   Gap between new home construction and province’s population growth has never been wider, developer group warns",The Globe and Mail,2024-09-25,10
3108817520.0,"Ontario orders review into TDSB field trip where videos appear to show students marching in pro-Palestinian protest:   The school board ‘has failed to take swift and decisive action on this matter,’ Education Minister Jill Dunlop said",The Globe and Mail,2024-09-24,3
3108476043.0,Why Doug Ford won his by-elections and Justin Trudeau lost his,The Globe and Mail,2024-09-24,0
3108476033.0,Ford decries rally visit by Toronto students:   Ontario Premier calls for investigation into apparent participation in pro-Palestinian march,The Globe and Mail,2024-09-24,3
3107864793.0,"Early Ontario election still an option for Ford: sources:   Province would need a compelling reason, strategists say, or risk voter backlash",The Globe and Mail,2024-09-23,0
3106900133.0,"In Ontario, the race for industrial megasites meets farmers’ fury",The Globe and Mail,2024-09-20,21
3104374975.0,"Chill out, Ontario: Don’t fear booze in corner stores. Just talk to a Quebecker",The Globe and Mail,2024-09-14,6
3101449467.0,"Corner-store liquor sales a belated reform, not a disaster:   Ontario’s government is right to let smaller players sell liquor; it’s time to catch up",The Globe and Mail,2024-09-07,6
3099978520.0,"Alcohol set to hit Ontario corner stores:   Transition brings headaches over recycling, $225-million in payments to the Beer Store, warnings about increased drinking",The Globe and Mail,2024-09-03,6
3100736712.0,Doug Ford is making a fatal mistake:   Supervised consumption sites are about more than harm reduction. They are about saving lives,The Globe and Mail,2024-08-26,8
3096765009.0,Finding a balance in drug policy,The Globe and Mail,2024-08-26,8
3095390651.0,"Morning Update: Ontario’s controversial stand on the overdose crisis:   Also in today’s edition: Tim Walz speaks, Swifties save and grizzly bears are spotted",The Globe and Mail,2024-08-22,8
3095344292.0,Ford labels drug-use sites a ‘failed policy’ as he defends shutdowns,The Globe and Mail,2024-08-22,8
3095180017.0,"Doug Ford calls supervised consumption sites ‘worst things’ to happen to communities:   The Premier said he doesn’t believe in the sites and has heard numerous complaints from people about needles in parks, schools and by daycares. Instead, he said, the focus should be on treatment",The Globe and Mail,2024-08-21,8
3095024072.0,Ontario’s new planning policy requires cities to set minimum targets for affordable housing,The Globe and Mail,2024-08-21,10
3094625457.0,Ontario to unveil its new approach to supervised drug-consumption sites:   Province to announce update Tuesday at annual meeting for 444 municipalities,The Globe and Mail,2024-08-20,8
3093738740.0,"ONTARIO EDUCATION MINISTER TODD SMITH RESIGNS AFTER 10 WEEKS, WILL BE REPLACED BY JILL DUNLOP",The Globe and Mail,2024-08-17,3
3093566125.0,"Ontario Education Minister Todd Smith resigns two weeks before start of school year after being appointed in June:   Smith, who served as energy minister before he was shuffled into education, said he’s taking a job in the private sector",The Globe and Mail,2024-08-16,3
3093381540.0,Ontario to cap daycare fees at $22 a day,The Globe and Mail,2024-08-16,-1
3093011514.0,Ontario hires firm to lobby next president:   The province’s contract with Washington-based consulting firm is worth up to $1.3-million,The Globe and Mail,2024-08-15,0
3091092609.0,Ford staffers under investigation over Greenbelt:   Ontario Premier says he and his colleagues have ‘nothing to hide’ as RCMP probes rescinded development plans,The Globe and Mail,2024-08-10,18
3090096657.0,Ontario Place documentary and Gaza-filmed anthology lead TIFF’S 2024 non-fiction slate,The Globe and Mail,2024-08-08,16
3085042913.0,"Ontario’s new Energy Minister touts clean-energy ambition:   Stephen Lecce placing focus on renewables, battery storage and expanded nuclear power in his new cabinet role",The Globe and Mail,2024-07-27,11
3083350309.0,Doug Ford blames union for last-minute LCBO dispute,The Globe and Mail,2024-07-23,7
3083053387.0,LCBO stores to reopen Tuesday after union ratifies tentative deal,The Globe and Mail,2024-07-22,7
3079716389.0,First Nation’s court action could threaten Ontario mining claims,The Globe and Mail,2024-07-13,-1
3079707538.0,Province has duty to preserve science centre: Chow:   Toronto mayor says lease agreement with city means Ontario cannot relinquish responsibility over the building,The Globe and Mail,2024-07-13,12
3079707524.0,"Ontario Science Centre’s abrupt closing evokes nostalgia:   Disappointed families say facility ignited a love of learning in their kids, made leading-edge science accessible to everyone",The Globe and Mail,2024-07-13,12
3078880224.0,Ford government reaffirms decision to close Ontario Science Centre,The Globe and Mail,2024-07-12,12
3078580868.0,"Closing Ontario Science Centre was difficult decision but the rig ht one, Infrastructure Minister says:   Infrastructure Minister Kinga Surma said repairing the science centre would have required nearly half a billion dollars",The Globe and Mail,2024-07-11,12
3078325756.0,"Business Brief: Now is the summer of our (labour) discontent:   Also in today’s edition: AI on whether there’s an AI bubble, and what’s a Toronto office tower worth, anyway",The Globe and Mail,2024-07-11,7
3078245366.0,Ford says he won’t revisit plan to expand alcohol sales,The Globe and Mail,2024-07-11,7
3078245365.0,"Ontario mining claims violate Constitution, First Nation says:   Grassy Narrows to launch legal challenge against province over its current staking system",The Globe and Mail,2024-07-11,-1
3078095862.0,Doug Ford defends his government’s decision to close Ontario Science Centre:   The government plans to release the findings of a second technical report about the state of the science centre on Thursday,The Globe and Mail,2024-07-10,12
3077895308.0,"Doug Ford says ‘ship has sailed’ on pre-mixed drinks in corner stores amid LCBO strike:   The decision to expand alcohol sales – particularly ready-to-drink beverages – is at the heart of the dispute between the government and the union representing more than 9,000 workers",The Globe and Mail,2024-07-10,7
3077610238.0,Doug Ford’s hierarchy of needs starts with beer first,The Globe and Mail,2024-07-10,7
3076853311.0,Ontario’s plan to expand alcohol sales ‘irreversible’: Finance Minister,The Globe and Mail,2024-07-09,7
3076853318.0,LCBO strike could herald a longer battle:   There have been simmering tensions for decades between the Liquor Control Board of Ontario and workers,The Globe and Mail,2024-07-08,7
3076138486.0,"LCBO strike spells opportunity, uncertainty for Ontario businesses that sell alcohol",The Globe and Mail,2024-07-06,7
3075836685.0,"LCBO workers to begin strike as talks with Crown corporation break down, union says",The Globe and Mail,2024-07-05,7
3075749236.0,"LCBO strike imminent after talks between Crown corporation, union break down:   Ontario’s Finance Minister said that the government is disappointed by OPSEU’s decision to walk away from the bar gaining table hours before the deadline",The Globe and Mail,2024-07-04,7
